beryllium, animal brooch, seductress, tall, narrow hips, triangular face, fair skin, dark brown hair, coral eyes, long nose, thick lips, round chin, long hair, thick hair, formal braided updo, round breasts, hoop earrings, silver, velvet lipstick, purple velvet bra and panty set with lace trim
gold, pendant, chanteuse, short, skinny, diamond-shaped face, dark skin, chestnut hair, blue eyes with green flecks, long nose, full lips, receding chin, shoulder-length hair, curly hair, fauxhawk, saggy breasts, dangle earrings, hot pink, sheer lipstick, tan faux leather slip dress
gold, pendant, diva, average height, in shape, triangular face, tan skin, gray hair, blue eyes, wide nose, pouty lips, sharp chin, long hair, wavy hair, fauxhawk, firm breasts, huggie earrings, pink, velvet lipstick, purple mesh babydoll with matching g-string
gold, pendant, duchess, tall, skinny, oval face, dark skin, brunette hair, hazel eyes, wide nose, thick lips, prominent chin, long hair, coarse hair, bouncy curls, small breasts, cuff earrings, green, cream lipstick, green sequin slip dress with thigh-high slits
gold, pendant, seductress, tall, in shape, oval face, fair skin, gray hair, blue eyes with green flecks, [[curved nose]], thin lips, prominent chin, shoulder-length hair, curly hair, middle part bangs, perky breasts, drop earrings, brown, metallic lipstick, yellow lace halter bralette and thong set
gold, slave bracelet, vixen, tall, narrow hips, oval face, dark skin, brunette hair, amber eyes, narrow nose, full lips, round chin, shoulder-length hair, wavy hair, straight updo, soft breasts, clip-on earrings, soft pink, stain lipstick, maroon satin and lace corset
gold, statement necklace, songstress, tall, firm, diamond-shaped face, fair skin, red hair, blue eyes, straight nose, thick lips, round chin, shoulder-length hair, coarse hair, twisted bun, perky breasts, stud earrings, rose, cream lipstick, blue satin and lace cami and short set
gold, tennis bracelet, duchess, average height, toned, square face, tan skin, black hair, ruby eyes, wide nose, thin lips, sharp chin, long hair, fine hair, middle part bangs, saggy breasts, clip-on earrings, beige, metallic lipstick, green satin robe with lace trim
gold, tennis bracelet, maven, average height, fit, diamond-shaped face, tan skin, silver hair, amber eyes, wide nose, full lips, receding chin, long hair, fine hair, sleek waves, asymmetrical breasts, stud earrings, silver, metallic lipstick, silver silk bra and panty set with garter belt
gold, tennis necklace, goddess, average height, toned, square face, fair skin, strawberry blonde hair, amber eyes, long nose, thick lips, sharp chin, shoulder-length hair, wavy hair, long straight hair, augmented breasts, threader earrings, brown, satin lipstick, pink floral corset
gold, tennis necklace, luminary, short, athletic, round face, dark skin, black hair, red eyes, straight nose, thick lips, prominent chin, long hair, coarse hair, rope braid, large breasts, threader earrings, terracotta, stain lipstick, red satin kimono with lace sleeve detail
gold, toe ring, baroness, average height, in shape, diamond-shaped face, fair skin, gray hair, dark brown eyes, wide nose, full lips, round chin, long hair, thick hair, top knot, saggy breasts, clip-on earrings, black, satin lipstick, green silk bralette and panty set
gold, toe ring, duchess, tall, lean, triangular face, dark skin, white hair, hazel eyes with green flecks, short nose, thin lips, prominent chin, long hair, straight hair, sleek straight hair, natural breasts, faux gauge earrings, burgundy, stain lipstick, maroon satin and lace corset
gold, toe ring, luminary, tall, slim, oval face, tan skin, auburn hair, gold eyes, long nose, thick lips, round chin, shoulder-length hair, wavy hair, long curled updo, small breasts, drop earrings, shimmer, metallic lipstick, lavender lace bra and panty set
gold, toggle bracelet, countess, average height, lean, triangular face, tan skin, auburn hair, amethyst eyes, long nose, thick lips, prominent chin, long hair, wavy hair, low ponytail, saggy breasts, clip-on earrings, golden, cream lipstick, blue strappy bodysuit with cutouts
gold, toggle bracelet, heiress, short, thin, diamond-shaped face, olive skin, chestnut hair, hazel eyes, [[curved nose]], full lips, round chin, shoulder-length hair, curly hair, dutch braid, round breasts, hoop earrings, pink, sheer lipstick, mint green mesh teddy
gold, toggle bracelet, woman, average height, thin, triangular face, tan skin, golden blonde hair, grey eyes, narrow nose, thin lips, sharp chin, long hair, coarse hair, viking braid, augmented breasts, hoop earrings, cherry, satin lipstick, lavender lace bra and panty set
gold, torc necklace, luminary, short, slim, triangular face, dark skin, chestnut hair, red eyes, long nose, pouty lips, sharp chin, shoulder-length hair, thick hair, loose curls, soft breasts, hoop earrings, green, cream lipstick, black sheer teddy with floral applique
gold, watch bracelet, artist, short, fit, round face, dark skin, auburn hair, light blue eyes, short nose, pouty lips, prominent chin, shoulder-length hair, wavy hair, twisted bun, augmented breasts, huggie earrings, brown, stain lipstick, white lace bralette and boyshorts set
gold, watch bracelet, chanteuse, average height, slim, diamond-shaped face, tan skin, brunette hair, amber eyes, narrow nose, full lips, sharp chin, long hair, thick hair, tousled waves, augmented breasts, clip-on earrings, pink, matte lipstick, silver silk bra and panty set with garter belt
gold, watch bracelet, escort, short, fit, square face, dark skin, dark brown hair, dark brown eyes, wide nose, thick lips, prominent chin, shoulder-length hair, wavy hair, low messy bun, round breasts, drop earrings, lavender, matte lipstick, maroon satin and lace corset
gold, watch bracelet, visionary, short, athletic, oval face, olive skin, light brown hair, green eyes, wide nose, thin lips, prominent chin, shoulder-length hair, wavy hair, messy bun, soft breasts, huggie earrings, brown, gloss lipstick, silver silk bra and panty set with garter belt
gold, watch bracelet, vixen, short, narrow hips, square face, fair skin, platinum blonde hair, brown eyes with green flecks, short nose, thin lips, sharp chin, shoulder-length hair, wavy hair, long straight hair, soft breasts, cuff earrings, coral, satin lipstick, crimson velvet cami and short set
indium, animal brooch, phenom, tall, fit, triangular face, fair skin, white hair, blue eyes, short nose, thick lips, prominent chin, long hair, thick hair, double braided crown, large breasts, dangle earrings, grape, stain lipstick, purple velvet slip with lace trim
indium, ankle bracelet, diva, tall, wide hips, square face, olive skin, blonde hair, brown eyes with green flecks, straight nose, thin lips, prominent chin, shoulder-length hair, straight hair, high chignon, asymmetrical breasts, huggie earrings, light pink, stain lipstick, gold mesh bra and panty set with garter belt
indium, ankle bracelet, female warrior, tall, wide hips, square face, olive skin, light brown hair, brown eyes with green flecks, [[curved nose]], thin lips, round chin, shoulder-length hair, curly hair, messy beach waves, saggy breasts, huggie earrings, teal, metallic lipstick, purple velvet robe with fur trim
indium, ankle bracelet, miss, tall, firm, square face, olive skin, white hair, hazel eyes with green flecks, narrow nose, pouty lips, sharp chin, shoulder-length hair, straight hair, bob with bangs, round breasts, stud earrings, orange, matte lipstick, purple velvet bra and panty set with lace trim
indium, ankle cuff, mistress, short, toned, round face, tan skin, dark brown hair, aquamarine eyes, long nose, full lips, sharp chin, shoulder-length hair, wavy hair, wavy layered bob, saggy breasts, drop earrings, lavender, metallic lipstick, blue strappy bodysuit with cutouts
indium, ankle cuff, queen, short, in shape, square face, tan skin, strawberry blonde hair, brown eyes, long nose, thin lips, prominent chin, long hair, thick hair, angled bob, saggy breasts, drop earrings, rust, velvet lipstick, white lace bralette and boyshorts set
indium, anklet, temptress, average height, fit, square face, tan skin, platinum blonde hair, brown eyes with green flecks, wide nose, thick lips, receding chin, shoulder-length hair, straight hair, low updo, full breasts, stud earrings, cherry, sheer lipstick, red lace bra and panty set with garter belt
indium, bangle bracelet, trailblazer, short, skinny, oval face, dark skin, golden blonde hair, brown eyes, narrow nose, thin lips, receding chin, shoulder-length hair, wavy hair, low updo, saggy breasts, hoop earrings, nude, matte lipstick, black leather bralette and panty set
indium, beaded bracelet, charmer, tall, firm, triangular face, tan skin, light brown hair, coral eyes, [[curved nose]], full lips, receding chin, shoulder-length hair, straight hair, side bangs, soft breasts, drop earrings, lavender, velvet lipstick, orange satin slip
indium, bib necklace, escort, tall, in shape, heart-shaped face, dark skin, platinum blonde hair, brown eyes with green flecks, short nose, thick lips, receding chin, long hair, straight hair, beach waves, small breasts, dangle earrings, shimmer, cream lipstick, white satin and lace bra and panty set
indium, bracelet, enchantress, average height, narrow hips, triangular face, tan skin, honey blonde hair, gray eyes, short nose, pouty lips, prominent chin, long hair, thick hair, side bangs, saggy breasts, clip-on earrings, nude, sheer lipstick, green sequin slip dress with thigh-high slits
indium, bracelet, heiress, tall, toned, triangular face, olive skin, light brown hair, black eyes, narrow nose, thin lips, sharp chin, shoulder-length hair, coarse hair, lace braid, natural breasts, threader earrings, orange, velvet lipstick, grey faux leather corset
indium, bracelet, vixen, average height, lean, oval face, olive skin, silver hair, teal eyes, straight nose, full lips, prominent chin, shoulder-length hair, fine hair, lace braid, perky breasts, drop earrings, violet, gloss lipstick, green satin robe with lace trim
indium, brooch pin, phenom, short, thin, triangular face, olive skin, red hair, turquoise eyes, wide nose, thick lips, sharp chin, long hair, thick hair, high ponytail, firm breasts, hoop earrings, cherry, sheer lipstick, gold strappy bodysuit
indium, chain bracelet, luminary, short, wide hips, round face, dark skin, golden blonde hair, blue eyes, long nose, thin lips, receding chin, long hair, thick hair, straight updo, firm breasts, cuff earrings, peach, cream lipstick, fuchsia mesh halter bra and panty set
indium, chain necklace, diva, average height, narrow hips, round face, tan skin, black hair, blue eyes, straight nose, thin lips, sharp chin, shoulder-length hair, coarse hair, formal braided updo, soft breasts, cuff earrings, hot pink, satin lipstick, green satin and lace garter belt with matching thong
indium, chain necklace, sensation, average height, athletic, round face, tan skin, chestnut hair, turquoise eyes, long nose, thin lips, receding chin, long hair, straight hair, bob with bangs, round breasts, dangle earrings, cream, satin lipstick, purple velvet bra and panty set with lace trim
